rfcavity LS1_CB06:CAV7_D1587 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.095595 0.017000 
mark LS1_CB06:BPM_D1590 0.000000 -28.000000 
drift DRIFT 0.055880 0.020000 
drift DRIFT 0.076136 0.020000 
solenoid LS1_CB06:SOL3_D1594 0.250000 0.020000 7.500000 
mark LS1_CB06:DCH_D1594 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
mark LS1_CB06:DCV_D1594 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
solenoid LS1_CB06:SOL3_D1594 0.250000 0.020000 7.500000 
drift DRIFT 0.076136 0.020000 
drift DRIFT 0.098602 0.020000 
rfcavity LS1_CB06:CAV8_D1599 0.300000 0.017000 80.500000 1.000000 -40.000000
drift DRIFT 0.175312 0.017000 
drift DRIFT 0.072000 0.020000 
drift DRIFT 0.116000 0.020000 
mark LS1_WB06:BPM_D1605 0.000000 -28.000000 
drift DRIFT 0.074000 0.020000 
drift LS1_WB06:PORT_D1605 0.000000 0.020000 
drift DRIFT 0.091000 0.020000 
drift LS1_WB06:PORT_D1606 0.000000 0.020000 
drift DRIFT 0.099000 0.020000 
drift DRIFT 0.072000 0.020000 
drift DRIFT 0.175312 0.020000 
rfcavity LS1_CB07:CAV1_D1611 0.300000 0.017000 80.500000 1.000000 -40.000000
drift DRIFT 0.095595 0.020000 
mark LS1_CB07:BPM_D1614 0.000000 -28.000000 
drift DRIFT 0.055880 0.020000 
drift DRIFT 0.076136 0.020000 
solenoid LS1_CB07:SOL1_D1618 0.250000 0.020000 7.500000 
mark LS1_CB07:DCH_D1618 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
mark LS1_CB07:DCV_D1618 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
solenoid LS1_CB07:SOL1_D1618 0.250000 0.020000 7.500000 
drift DRIFT 0.076136 0.020000 
drift DRIFT 0.098602 0.020000 
rfcavity LS1_CB07:CAV2_D1623 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB07:CAV3_D1627 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB07:CAV4_D1631 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.095595 0.017000 
mark LS1_CB07:BPM_D1634 0.000000 -28.000000 
drift DRIFT 0.055880 0.020000 
drift DRIFT 0.076136 0.020000 
solenoid LS1_CB07:SOL2_D1637 0.250000 0.020000 6.800000 
mark LS1_CB07:DCH_D1637 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
mark LS1_CB07:DCV_D1637 0.000000 -21.000000 0.020000 0.000000 0.000000 0.000000 0.000000
solenoid LS1_CB07:SOL2_D1637 0.250000 0.020000 6.800000 
drift DRIFT 0.076136 0.020000 
drift DRIFT 0.098602 0.020000 
rfcavity LS1_CB07:CAV5_D1643 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB07:CAV6_D1647 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.097688 0.017000 
rfcavity LS1_CB07:CAV7_D1651 0.300000 0.017000 80.500000 1.000000 -21.000000
drift DRIFT 0.095595 0.017000 
